,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
6013,617,TRANSFER,1398166.84,C749892305,1398166.84,0.0,C1587152098,0.0,0.0,1,0
6014,617,CASH_OUT,1013208.77,C1132246468,1013208.77,0.0,C2130748212,0.0,1013208.77,1,0
6015,617,TRANSFER,1013208.77,C45646600,1013208.77,0.0,C1927425831,0.0,0.0,1,0
6016,495,TRANSFER,255286.59,C1033789899,255286.59,0.0,C361594462,0.0,0.0,1,0
6017,495,CASH_OUT,255286.59,C1873655308,255286.59,0.0,C445308859,0.0,255286.59,1,0
6018,143,CASH_OUT,7068115.67,C884592153,7068115.67,0.0,C2111326031,147582.41,7215698.08,1,0
6019,143,TRANSFER,7068115.67,C740325067,7068115.67,0.0,C951611415,0.0,0.0,1,0
6020,495,TRANSFER,987470.17,C1055011986,987470.17,0.0,C182489820,0.0,0.0,1,0
6021,495,CASH_OUT,987470.17,C1138417563,987470.17,0.0,C1647906907,0.0,987470.17,1,0
6022,258,CASH_OUT,2684142.41,C1423321917,2684142.41,0.0,C1442224179,209538.74,2893681.15,1,0
6023,258,TRANSFER,2684142.41,C1988413338,2684142.41,0.0,C627945196,0.0,0.0,1,0
6024,300,TRANSFER,794421.26,C1070321,794421.26,0.0,C1781279814,0.0,0.0,1,0
6025,300,CASH_OUT,794421.26,C1732604973,794421.26,0.0,C611099542,23123.74,817545.0,1,0
6026,159,TRANSFER,20225.17,C570327586,20225.17,0.0,C2065540881,0.0,0.0,1,0
6027,159,CASH_OUT,20225.17,C47220479,20225.17,0.0,C1166034143,4743918.53,4825802.22,1,0
6028,617,CASH_OUT,621034.85,C1773928363,621034.85,0.0,C1457220029,0.0,621034.85,1,0
6029,617,TRANSFER,621034.85,C1846853736,621034.85,0.0,C1061343039,0.0,0.0,1,0
6030,495,TRANSFER,1248344.84,C1311695181,1248344.84,0.0,C603927604,0.0,0.0,1,0
6031,494,CASH_OUT,503620.99,C755656980,503620.99,0.0,C432121402,0.0,503620.99,1,0
6032,494,CASH_OUT,7078157.11,C151517061,7078157.11,0.0,C51144678,6398391.47,13476548.58,1,0
6033,300,TRANSFER,774761.84,C475202972,774761.84,0.0,C843619874,0.0,0.0,1,0
6034,494,TRANSFER,7078157.11,C973279667,7078157.11,0.0,C2055520993,0.0,0.0,1,0
6035,619,TRANSFER,293470.64,C1051179941,293470.64,0.0,C1445144451,0.0,0.0,1,0
6036,403,CASH_OUT,265836.1,C622612270,265836.1,0.0,C791486868,5819149.73,6084985.83,1,0
6037,403,TRANSFER,265836.1,C1682150994,265836.1,0.0,C1759607478,0.0,0.0,1,0
6038,276,TRANSFER,2554948.41,C1323434456,2554948.41,0.0,C934748143,0.0,0.0,1,0
6039,493,TRANSFER,605108.36,C1640703547,605108.36,0.0,C2025320594,0.0,0.0,1,0
6040,493,CASH_OUT,605108.36,C258213312,605108.36,0.0,C1204527929,893880.11,1498988.47,1,0
6041,276,CASH_OUT,2554948.41,C805776817,2554948.41,0.0,C52020613,0.0,2554948.41,1,0
6042,143,CASH_OUT,155854.37,C1717994477,155854.37,0.0,C1484687714,318930.35,474784.71,1,0
6043,143,TRANSFER,155854.37,C1352884053,155854.37,0.0,C769290642,0.0,0.0,1,0
6044,143,CASH_OUT,171337.99,C522387015,171337.99,0.0,C1649774015,359188.01,530526.01,1,0
6045,143,TRANSFER,171337.99,C239155420,171337.99,0.0,C780047306,0.0,0.0,1,0
6046,618,CASH_OUT,1743864.1,C1063377815,1743864.1,0.0,C674523745,145959.55,1889823.65,1,0
6047,618,TRANSFER,1743864.1,C1643935128,1743864.1,0.0,C1841390458,0.0,0.0,1,0
6048,618,CASH_OUT,114483.78,C934338438,114483.78,0.0,C209796396,780631.49,895115.27,1,0
6049,618,TRANSFER,114483.78,C1911994336,114483.78,0.0,C1235106640,0.0,0.0,1,0
6050,618,CASH_OUT,153870.09,C219912505,153870.09,0.0,C1994974381,333695.5,487565.59,1,0
6051,618,TRANSFER,153870.09,C1155778843,153870.09,0.0,C636633653,0.0,0.0,1,0
6052,618,CASH_OUT,34473.07,C1253152318,34473.07,0.0,C1286341721,17653.89,52126.95,1,0
6053,618,TRANSFER,34473.07,C1080532676,34473.07,0.0,C707184828,0.0,0.0,1,0
6054,372,TRANSFER,299172.82,C1770563900,299172.82,0.0,C495349286,0.0,0.0,1,0
6055,372,CASH_OUT,299172.82,C744892229,299172.82,0.0,C348424579,45633.0,269864.44,1,0
6056,130,CASH_OUT,201988.55,C768827256,201988.55,0.0,C136499939,0.0,201988.55,1,0
6057,130,TRANSFER,201988.55,C1124488417,201988.55,0.0,C795184692,0.0,0.0,1,0
6058,258,CASH_OUT,618270.9,C1842567543,618270.9,0.0,C211836732,92291.02,710561.92,1,0
6059,258,TRANSFER,618270.9,C1716255280,618270.9,0.0,C79653418,0.0,0.0,1,0
6060,495,CASH_OUT,1248344.84,C1069559758,1248344.84,0.0,C1931212575,0.0,1248344.84,1,0
6061,300,CASH_OUT,774761.84,C988104305,774761.84,0.0,C1495991301,153301.73,928063.57,1,0
6062,614,CASH_OUT,797235.09,C1003377863,797235.09,0.0,C1895426954,79626.98,876862.07,1,0
6063,616,CASH_OUT,1265656.44,C198942679,1265656.44,0.0,C154881805,653351.54,1919007.98,1,0
6064,616,CASH_OUT,7240965.96,C686995087,7240965.96,0.0,C893411806,0.0,7240965.96,1,0
6065,616,TRANSFER,7240965.96,C1568587963,7240965.96,0.0,C362987320,0.0,0.0,1,0
6066,616,CASH_OUT,89846.18,C1956260349,89846.18,0.0,C567213165,5747984.77,5837830.95,1,0
6067,616,TRANSFER,89846.18,C1846352477,89846.18,0.0,C729066326,0.0,0.0,1,0
6068,615,CASH_OUT,8931550.69,C1123250480,8931550.69,0.0,C109294647,483741.09,9415291.78,1,0
6069,615,TRANSFER,8931550.69,C1634206825,8931550.69,0.0,C977366743,0.0,0.0,1,0
6070,615,CASH_OUT,56510.5,C177838089,56510.5,0.0,C2141549007,4455203.05,4511713.55,1,0
6071,615,TRANSFER,56510.5,C956959892,56510.5,0.0,C582952352,0.0,0.0,1,0
6072,615,CASH_OUT,75113.49,C209058213,75113.49,0.0,C1798476342,2401380.3,2476493.79,1,0
6073,615,TRANSFER,75113.49,C1914910500,75113.49,0.0,C933913853,0.0,0.0,1,0
6074,615,CASH_OUT,368973.39,C1434246047,368973.39,0.0,C248129256,131867.63,500841.01,1,0
6075,615,TRANSFER,368973.39,C1685726737,368973.39,0.0,C22993151,0.0,0.0,1,0
6076,614,CASH_OUT,281087.01,C1178698517,281087.01,0.0,C943844631,92828.21,373915.22,1,0
6077,614,TRANSFER,281087.01,C745740843,281087.01,0.0,C2110645655,0.0,0.0,1,0
6078,614,CASH_OUT,125464.46,C1597477718,125464.46,0.0,C1070752768,0.0,125464.46,1,0
6079,614,TRANSFER,125464.46,C33936647,125464.46,0.0,C1795712220,0.0,0.0,1,0
6080,143,CASH_OUT,1822754.86,C941627109,1822754.86,0.0,C704744337,1099.26,1823854.12,1,0
6081,143,TRANSFER,1822754.86,C809314999,1822754.86,0.0,C421219545,0.0,0.0,1,0
6082,204,TRANSFER,81244.31,C1454763398,81244.31,0.0,C940142148,0.0,0.0,1,0
6083,204,CASH_OUT,81244.31,C2103928178,81244.31,0.0,C767985950,62279.28,143523.59,1,0
6084,182,TRANSFER,166323.01,C1713328586,166323.01,0.0,C1253692223,0.0,0.0,1,0
6085,182,CASH_OUT,166323.01,C1095268826,166323.01,0.0,C1721762273,0.0,166323.01,1,0
6086,495,TRANSFER,797710.8,C900480774,797710.8,0.0,C667043624,0.0,0.0,1,0
6087,495,CASH_OUT,797710.8,C853913532,797710.8,0.0,C721674315,49988.57,847699.37,1,0
6088,614,CASH_OUT,4212682.84,C1612893678,4212682.84,0.0,C1786445505,9728.68,4222411.52,1,0
6089,616,TRANSFER,1265656.44,C782995006,1265656.44,0.0,C1783458447,0.0,0.0,1,0
6090,617,TRANSFER,10000000.0,C794290057,42542664.27,32542664.27,C262998076,0.0,0.0,1,0
6091,227,TRANSFER,210.92,C1016626170,210.92,0.0,C2092694129,0.0,0.0,1,0
6092,617,CASH_OUT,10000000.0,C1596180537,10000000.0,0.0,C2105645265,0.0,10000000.0,1,0
6093,227,CASH_OUT,210.92,C332921972,210.92,0.0,C814473635,3437310.4,3437521.31,1,0
6094,227,TRANSFER,182666.85,C206181066,182666.85,0.0,C316118193,0.0,0.0,1,0
6095,227,CASH_OUT,182666.85,C1740697509,182666.85,0.0,C1592896845,51743.92,234410.77,1,0
6096,495,TRANSFER,1301090.39,C1386844753,1301090.39,0.0,C808323881,0.0,0.0,1,0
6097,495,CASH_OUT,1301090.39,C1072584456,1301090.39,0.0,C672563653,3049015.55,4350105.94,1,0
6098,495,TRANSFER,58737.53,C185461868,58737.53,0.0,C91345740,0.0,0.0,1,0
6099,495,CASH_OUT,58737.53,C517543393,58737.53,0.0,C1684807831,887496.11,946233.64,1,0
6100,495,TRANSFER,197943.1,C1143038776,197943.1,0.0,C742185953,0.0,0.0,1,0
6101,495,CASH_OUT,197943.1,C1439806480,197943.1,0.0,C1102600880,0.0,197943.1,1,0
6102,403,CASH_OUT,6392.08,C1902385842,6392.08,0.0,C1731942793,0.0,6392.08,1,0
6103,403,TRANSFER,6392.08,C929088608,6392.08,0.0,C1035703133,0.0,0.0,1,0
6104,187,CASH_OUT,7196174.56,C1906024708,7196174.56,0.0,C252431988,14743.59,7094510.52,1,0
6105,187,TRANSFER,7196174.56,C2146618198,7196174.56,0.0,C1901906276,0.0,0.0,1,0
6106,495,TRANSFER,296940.32,C136928681,296940.32,0.0,C689814483,0.0,0.0,1,0
6107,495,CASH_OUT,296940.32,C1122268687,296940.32,0.0,C349781301,1278235.25,1575175.57,1,0
6108,348,TRANSFER,291264.2,C189611887,291264.2,0.0,C876551475,0.0,0.0,1,0
6109,348,CASH_OUT,291264.2,C163614138,291264.2,0.0,C350043001,439892.58,731156.78,1,0
6110,617,CASH_OUT,0.0,C1971175979,0.0,0.0,C1352345416,0.0,0.0,1,0
6111,617,TRANSFER,2542664.27,C786455622,2542664.27,2542664.27,C661958277,0.0,0.0,1,1
6112,617,CASH_OUT,10000000.0,C803647471,10000000.0,0.0,C1820998538,0.0,10000000.0,1,0
6113,617,TRANSFER,10000000.0,C1612182760,12542664.27,2542664.27,C455244250,0.0,0.0,1,0
6114,617,CASH_OUT,10000000.0,C841821564,10000000.0,0.0,C769108247,0.0,10000000.0,1,0
6115,617,TRANSFER,10000000.0,C1930318116,22542664.27,12542664.27,C1923492040,0.0,0.0,1,0
6116,617,CASH_OUT,10000000.0,C1677039996,10000000.0,0.0,C454550281,0.0,10000000.0,1,0
6117,617,TRANSFER,10000000.0,C1255348086,32542664.27,22542664.27,C103172881,0.0,0.0,1,0
6118,619,CASH_OUT,293470.64,C693010447,293470.64,0.0,C410437994,7670124.43,7963595.07,1,0
6119,276,CASH_OUT,2246118.53,C1825605932,2246118.53,0.0,C822066250,0.0,2246118.53,1,0
6120,276,TRANSFER,2246118.53,C1389870393,2246118.53,0.0,C745454492,0.0,0.0,1,0
6121,624,TRANSFER,2626957.79,C723019595,2626957.79,0.0,C296287576,0.0,0.0,1,0
6122,624,TRANSFER,10000000.0,C1874951604,12626957.79,2626957.79,C72573471,0.0,0.0,1,0
6123,623,CASH_OUT,296156.97,C1706729494,296156.97,0.0,C1382749859,1385822.34,1681979.31,1,0
6124,623,TRANSFER,296156.97,C801116845,296156.97,0.0,C177042308,0.0,0.0,1,0
6125,623,CASH_OUT,67128.33,C489879149,67128.33,0.0,C813701633,623880.13,691008.45,1,0
6126,623,TRANSFER,67128.33,C499091192,67128.33,0.0,C871329563,0.0,0.0,1,0
6127,623,CASH_OUT,58050.78,C1057925060,58050.78,0.0,C151767337,0.0,58050.78,1,0
6128,623,TRANSFER,58050.78,C1136541649,58050.78,0.0,C667841585,0.0,0.0,1,0
6129,622,CASH_OUT,165547.54,C1559989964,165547.54,0.0,C184933792,0.0,165547.54,1,0
6130,622,TRANSFER,165547.54,C1102869992,165547.54,0.0,C436543926,0.0,0.0,1,0
6131,622,CASH_OUT,668273.94,C296594494,668273.94,0.0,C1319991270,619362.81,1287636.75,1,0
6132,622,TRANSFER,668273.94,C1893589234,668273.94,0.0,C907656239,0.0,0.0,1,0
6133,371,TRANSFER,205163.3,C1673136628,205163.3,0.0,C1138882522,0.0,0.0,1,0
6134,371,CASH_OUT,205163.3,C1336772160,205163.3,0.0,C2058716445,0.0,205163.3,1,0
6135,144,CASH_OUT,612743.87,C1830172898,612743.87,0.0,C1813501651,311807.53,924551.41,1,0
6136,144,TRANSFER,612743.87,C160577338,612743.87,0.0,C162068560,0.0,0.0,1,0
6137,10,TRANSFER,93810.76,C481501970,93810.76,0.0,C1262577882,0.0,0.0,1,0
6138,10,CASH_OUT,93810.76,C1190429229,93810.76,0.0,C2104652067,4096048.05,4189858.81,1,0
6139,143,CASH_OUT,32076.17,C1018686396,32076.17,0.0,C184389998,905007.28,937083.46,1,0
6140,143,TRANSFER,32076.17,C996891607,32076.17,0.0,C1918140601,0.0,0.0,1,0
6141,251,TRANSFER,609416.21,C145364,609416.21,0.0,C312230940,0.0,0.0,1,0
6142,251,CASH_OUT,609416.21,C859655738,609416.21,0.0,C901559615,4316293.87,4925710.08,1,0
6143,621,CASH_OUT,662104.87,C383943825,662104.87,0.0,C1857340685,532995.06,1195099.93,1,0
6144,621,TRANSFER,662104.87,C680679578,662104.87,0.0,C1772715697,0.0,0.0,1,0
6145,621,CASH_OUT,6038051.03,C435031066,6038051.03,0.0,C110885488,741636.76,6779687.79,1,0
6146,621,TRANSFER,6038051.03,C1986822150,6038051.03,0.0,C432052755,0.0,0.0,1,0
6147,624,CASH_OUT,10000000.0,C689619787,10000000.0,0.0,C1481530015,24439.23,10024439.23,1,0
6148,624,CASH_OUT,2626957.79,C1966432997,2626957.79,0.0,C966982427,882527.7,3509485.49,1,0
6149,37,TRANSFER,1842.0,C1032918138,1842.0,0.0,C34257403,0.0,0.0,1,0
6150,624,TRANSFER,69912.57,C301833514,69912.57,0.0,C1887464213,0.0,0.0,1,0
6151,625,CASH_OUT,367631.15,C1668210142,367631.15,0.0,C618305910,0.0,367631.15,1,0
6152,625,TRANSFER,367631.15,C1509481580,367631.15,0.0,C455153716,0.0,0.0,1,0
6153,625,CASH_OUT,249749.05,C1809515003,249749.05,0.0,C1837079929,0.0,249749.05,1,0
6154,625,TRANSFER,249749.05,C2136238029,249749.05,0.0,C1843224503,0.0,0.0,1,0
6155,625,CASH_OUT,20278.62,C1747133660,20278.62,0.0,C1277670542,12454.77,32733.39,1,0
6156,625,TRANSFER,20278.62,C251649722,20278.62,0.0,C1591313088,0.0,0.0,1,0
6157,625,CASH_OUT,58924.16,C1141510718,58924.16,0.0,C1321586264,0.0,58924.16,1,0
6158,625,TRANSFER,58924.16,C475096619,58924.16,0.0,C1365777468,0.0,0.0,1,0
6159,625,CASH_OUT,259103.16,C1848705400,259103.16,0.0,C828264154,15446.58,274549.74,1,0
6160,625,TRANSFER,259103.16,C1860471678,259103.16,0.0,C949934281,0.0,0.0,1,0
6161,625,CASH_OUT,3020974.53,C1499479163,3020974.53,0.0,C1579821297,943032.19,3964006.72,1,0
6162,625,TRANSFER,3020974.53,C2115080301,3020974.53,0.0,C834247001,0.0,0.0,1,0
6163,625,CASH_OUT,10000000.0,C138482312,10000000.0,0.0,C1166027089,2160858.93,12160858.93,1,0
6164,625,TRANSFER,10000000.0,C1179529142,13020974.53,3020974.53,C2073831661,0.0,0.0,1,0
6165,625,CASH_OUT,2654302.46,C2084273569,2654302.46,0.0,C1817408357,1429770.91,4084073.37,1,0
6166,625,TRANSFER,2654302.46,C286057800,2654302.46,0.0,C1593401972,0.0,0.0,1,0
6167,625,CASH_OUT,2480321.85,C1159822355,2480321.85,0.0,C402103077,42477.24,2522799.09,1,0
6168,625,TRANSFER,2480321.85,C1189052930,2480321.85,0.0,C1217650717,0.0,0.0,1,0
6169,625,CASH_OUT,6870369.62,C962232328,6870369.62,0.0,C1481177013,0.0,6870369.62,1,0
6170,625,TRANSFER,6870369.62,C1056784519,6870369.62,0.0,C489344681,0.0,0.0,1,0
6171,624,CASH_OUT,932304.24,C1535615652,932304.24,0.0,C683421609,365545.21,1297849.45,1,0
6172,624,TRANSFER,932304.24,C626900726,932304.24,0.0,C556594745,0.0,0.0,1,0
6173,624,CASH_OUT,24366.07,C1479830551,24366.07,0.0,C956072695,8949.48,33315.54,1,0
6174,624,TRANSFER,24366.07,C113775713,24366.07,0.0,C405489983,0.0,0.0,1,0
6175,624,CASH_OUT,69912.57,C1854018757,69912.57,0.0,C766040403,13393300.5,13463213.07,1,0
6176,621,CASH_OUT,3054359.4,C1436575323,3054359.4,0.0,C832267581,1537363.06,4591722.45,1,0
6177,621,TRANSFER,3054359.4,C817672066,3054359.4,0.0,C657457029,0.0,0.0,1,0
6178,621,CASH_OUT,3582885.46,C2138261012,3582885.46,0.0,C1201359775,104200.92,3687086.37,1,0
6179,621,TRANSFER,3582885.46,C541955381,3582885.46,0.0,C212885805,0.0,0.0,1,0
6180,619,CASH_OUT,418971.0,C1299375115,418971.0,0.0,C559632898,2234184.24,2653155.23,1,0
6181,619,TRANSFER,418971.0,C857807998,418971.0,0.0,C1174958725,0.0,0.0,1,0
6182,355,CASH_OUT,3592596.97,C1645091760,3592596.97,0.0,C504240309,1512703.69,5105300.66,1,0
6183,355,TRANSFER,3592596.97,C15678402,3592596.97,0.0,C1208224272,0.0,0.0,1,0
6184,276,TRANSFER,124696.98,C1384810347,124696.98,0.0,C1897996177,0.0,0.0,1,0
6185,276,CASH_OUT,124696.98,C34452419,124696.98,0.0,C390493642,8717728.23,8842425.21,1,0
6186,619,CASH_OUT,595854.2,C630264516,595854.2,0.0,C533475221,1794660.91,2390515.11,1,0
6187,619,TRANSFER,595854.2,C1100776599,595854.2,0.0,C385080311,0.0,0.0,1,0
6188,493,TRANSFER,1214511.61,C1579869749,1214511.61,0.0,C1291615113,0.0,0.0,1,0
6189,493,CASH_OUT,1214511.61,C1966863341,1214511.61,0.0,C570490831,0.0,1214511.61,1,0
6190,493,TRANSFER,144452.14,C1141104763,144452.14,0.0,C1209725124,0.0,0.0,1,0
6191,493,CASH_OUT,144452.14,C1064034527,144452.14,0.0,C1937398960,223043.46,367495.6,1,0
6192,143,CASH_OUT,1608571.02,C1607355458,1608571.02,0.0,C1507119938,194993.54,1803564.56,1,0
6193,143,TRANSFER,1608571.02,C659082738,1608571.02,0.0,C2146348843,0.0,0.0,1,0
6194,619,CASH_OUT,1289142.33,C504063751,1289142.33,0.0,C1132120597,21580.17,1310722.5,1,0
6195,619,TRANSFER,1289142.33,C235649723,1289142.33,0.0,C935439037,0.0,0.0,1,0
6196,143,CASH_OUT,810599.16,C1150396076,810599.16,0.0,C1385705037,971634.6,1782233.77,1,0
6197,143,TRANSFER,810599.16,C986104580,810599.16,0.0,C638622205,0.0,0.0,1,0
6198,251,TRANSFER,2693520.61,C2141912199,2693520.61,0.0,C598875397,0.0,0.0,1,0
6199,251,CASH_OUT,2693520.61,C1734542824,2693520.61,0.0,C1750548903,2505748.79,5199269.41,1,0
6200,619,CASH_OUT,347893.16,C238168336,347893.16,0.0,C1904688635,0.0,347893.16,1,0
6201,619,TRANSFER,347893.16,C1743279167,347893.16,0.0,C538795916,0.0,0.0,1,0
6202,493,TRANSFER,567729.52,C317779855,567729.52,0.0,C1088161711,0.0,0.0,1,0
6203,493,CASH_OUT,567729.52,C1127265876,567729.52,0.0,C661987351,365798.0,933527.51,1,0
6204,37,CASH_OUT,1842.0,C323132484,1842.0,0.0,C1737682079,0.0,1842.0,1,0
6205,188,TRANSFER,312971.23,C1786265629,312971.23,0.0,C427757438,0.0,0.0,1,0
6206,188,CASH_OUT,312971.23,C258594657,312971.23,0.0,C1714944517,689740.11,1002711.34,1,0
6207,619,TRANSFER,2341474.44,C532100013,2341474.44,0.0,C586068817,0.0,0.0,1,0
6208,211,TRANSFER,5689516.13,C532793923,5689516.13,0.0,C5325998,0.0,0.0,1,0
6209,621,CASH_OUT,1077146.94,C1808236434,1077146.94,0.0,C1802173286,6485.28,1083632.22,1,0
6210,621,TRANSFER,1077146.94,C1645503164,1077146.94,0.0,C220661112,0.0,0.0,1,0
6211,621,CASH_OUT,2060748.45,C373547831,2060748.45,0.0,C674126577,0.0,2060748.45,1,0
6212,621,TRANSFER,2060748.45,C1129518026,2060748.45,0.0,C1288050386,0.0,0.0,1,0
6213,621,CASH_OUT,425861.93,C2103073329,425861.93,0.0,C686334805,203280.85,629142.78,1,0
6214,621,TRANSFER,425861.93,C75122895,425861.93,0.0,C1874408253,0.0,0.0,1,0
6215,621,CASH_OUT,6961359.11,C1493356883,6961359.11,0.0,C1018094825,1734492.77,8695851.88,1,0
6216,621,TRANSFER,6961359.11,C1508375494,6961359.11,0.0,C1926498951,0.0,0.0,1,0
6217,621,CASH_OUT,348751.45,C983383771,348751.45,0.0,C56482072,698.29,349449.75,1,0
6218,621,TRANSFER,348751.45,C1707939649,348751.45,0.0,C613081962,0.0,0.0,1,0
6219,211,CASH_OUT,5689516.13,C2094963184,5689516.13,0.0,C373225070,1826357.61,7515873.74,1,0
6220,620,CASH_OUT,18405.16,C1507419598,18405.16,0.0,C579399811,803683.91,822089.07,1,0
6221,619,CASH_OUT,2341474.44,C1090006952,2341474.44,0.0,C264963065,18780.15,2360254.6,1,0
6222,620,TRANSFER,18405.16,C1666828573,18405.16,0.0,C886178722,0.0,0.0,1,0
6223,620,CASH_OUT,260408.9,C2004565977,260408.9,0.0,C1185249174,0.0,260408.9,1,0
6224,620,TRANSFER,260408.9,C1963047520,260408.9,0.0,C566620514,0.0,0.0,1,0
6225,620,CASH_OUT,161272.92,C1122962082,161272.92,0.0,C546830525,783850.08,945123.0,1,0
6226,620,TRANSFER,161272.92,C990246517,161272.92,0.0,C1747344158,0.0,0.0,1,0
6227,620,CASH_OUT,295205.08,C1005007866,295205.08,0.0,C930467576,55972.48,351177.56,1,0
6228,620,TRANSFER,295205.08,C668078462,295205.08,0.0,C1570004468,0.0,0.0,1,0
6229,492,TRANSFER,162192.78,C2111179588,162192.78,0.0,C581054448,0.0,0.0,1,0
6230,492,CASH_OUT,162192.78,C1133500128,162192.78,0.0,C1665056886,0.0,162192.78,1,0
6231,619,CASH_OUT,945131.71,C1366832046,945131.71,0.0,C1275965910,0.0,945131.71,1,0
6232,619,TRANSFER,945131.71,C411013894,945131.71,0.0,C1546732203,0.0,0.0,1,0
6233,614,TRANSFER,4212682.84,C359671277,4212682.84,0.0,C1265391231,0.0,0.0,1,0
6234,614,TRANSFER,797235.09,C1509490957,797235.09,0.0,C1619575537,0.0,0.0,1,0
6235,605,TRANSFER,251118.04,C1837848776,251118.04,0.0,C119259664,0.0,0.0,1,0
6236,610,TRANSFER,33964.87,C915330664,33964.87,0.0,C1672862058,0.0,0.0,1,0
6237,610,TRANSFER,528149.74,C1626028230,528149.74,0.0,C581480789,0.0,0.0,1,0
6238,20,TRANSFER,16614.82,C2080146129,16614.82,0.0,C748889213,0.0,0.0,1,0
6239,20,CASH_OUT,16614.82,C530844914,16614.82,0.0,C1614121155,904409.29,921024.11,1,0
6240,610,CASH_OUT,633459.44,C1784566970,633459.44,0.0,C557127820,0.0,633459.44,1,0
6241,610,TRANSFER,633459.44,C1624078570,633459.44,0.0,C1413803153,0.0,0.0,1,0
6242,610,CASH_OUT,493538.8,C49558128,493538.8,0.0,C1323987064,341590.52,835129.32,1,0
6243,610,TRANSFER,493538.8,C875380581,493538.8,0.0,C2141157779,0.0,0.0,1,0
6244,396,TRANSFER,233699.25,C349513899,233699.25,0.0,C499085248,0.0,0.0,1,0
6245,396,CASH_OUT,233699.25,C1080613423,233699.25,0.0,C531586904,0.0,233699.25,1,0
6246,609,CASH_OUT,76133.19,C1871273131,76133.19,0.0,C1784771871,0.0,76133.19,1,0
6247,609,TRANSFER,76133.19,C479649158,76133.19,0.0,C1258331741,0.0,0.0,1,0
6248,609,CASH_OUT,564263.94,C1090265610,564263.94,0.0,C717934404,1087753.58,1652017.52,1,0
6249,609,TRANSFER,564263.94,C656681397,564263.94,0.0,C1487339522,0.0,0.0,1,0
6250,609,CASH_OUT,228706.19,C976368712,228706.19,0.0,C1575445861,118230.46,346936.65,1,0
6251,609,TRANSFER,228706.19,C1931126401,228706.19,0.0,C579423409,0.0,0.0,1,0
6252,609,CASH_OUT,112363.33,C351362934,112363.33,0.0,C1072775403,295341.76,407705.09,1,0
6253,136,TRANSFER,3263443.15,C1406501579,3263443.15,0.0,C106008304,0.0,0.0,1,0
6254,136,CASH_OUT,3263443.15,C252215515,3263443.15,0.0,C870722399,927721.34,4191164.5,1,0
6255,608,CASH_OUT,277048.48,C1001765380,277048.48,0.0,C1602457625,0.0,277048.48,1,0
6256,608,TRANSFER,277048.48,C190615987,277048.48,0.0,C1904194298,0.0,0.0,1,0
6257,15,CASH_OUT,59385.67,C1765315298,59385.67,0.0,C721356209,74371.0,133756.67,1,0
6258,15,TRANSFER,59385.67,C1275373422,59385.67,0.0,C1704707395,0.0,0.0,1,0
6259,228,TRANSFER,355151.57,C1895390666,355151.57,0.0,C406885847,0.0,0.0,1,0
6260,228,CASH_OUT,355151.57,C943049260,355151.57,0.0,C591114183,1963631.51,2318783.07,1,0
6261,182,TRANSFER,294989.71,C1641162834,294989.71,0.0,C298906210,0.0,0.0,1,0
6262,610,CASH_OUT,528149.74,C1511951796,528149.74,0.0,C1430895624,0.0,528149.74,1,0
6263,610,CASH_OUT,33964.87,C2144754403,33964.87,0.0,C1140976771,0.0,33964.87,1,0
6264,307,CASH_OUT,1749325.14,C1029257629,1749325.14,0.0,C1200877577,1327198.86,3076524.0,1,0
6265,610,TRANSFER,646676.42,C1136893398,646676.42,0.0,C850364228,0.0,0.0,1,0
6266,612,CASH_OUT,1023189.9,C1057733607,1023189.9,0.0,C385233047,66259.25,1089449.14,1,0
6267,612,TRANSFER,1023189.9,C1686587981,1023189.9,0.0,C833710849,0.0,0.0,1,0
6268,612,CASH_OUT,125216.91,C1790290337,125216.91,0.0,C898274141,0.0,125216.91,1,0
6269,612,TRANSFER,125216.91,C1019916893,125216.91,0.0,C1183977547,0.0,0.0,1,0
6270,142,CASH_OUT,78810.3,C688380113,78810.3,0.0,C1780087922,802788.52,881598.82,1,0
6271,142,TRANSFER,78810.3,C168746534,78810.3,0.0,C717942686,0.0,0.0,1,0
6272,500,TRANSFER,930970.44,C676595441,930970.44,0.0,C1168246841,0.0,0.0,1,0
6273,500,CASH_OUT,930970.44,C1061051753,930970.44,0.0,C1461294954,0.0,930970.44,1,0
6274,611,CASH_OUT,451663.55,C1203772880,451663.55,0.0,C744982603,95658.45,547322.01,1,0
6275,611,TRANSFER,451663.55,C1275808280,451663.55,0.0,C668503841,0.0,0.0,1,0
6276,611,CASH_OUT,1418168.85,C1964276843,1418168.85,0.0,C164163741,10398440.86,11816609.71,1,0
6277,611,TRANSFER,1418168.85,C1778688025,1418168.85,0.0,C343288009,0.0,0.0,1,0
6278,611,CASH_OUT,59649.33,C452081223,59649.33,0.0,C1923665675,807552.55,867201.88,1,0
6279,611,TRANSFER,59649.33,C1049687775,59649.33,0.0,C1071460933,0.0,0.0,1,0
6280,611,CASH_OUT,582725.12,C1584934652,582725.12,0.0,C795947524,1066408.36,1649133.48,1,0
6281,611,TRANSFER,582725.12,C542772115,582725.12,0.0,C1024515079,0.0,0.0,1,0
6282,611,CASH_OUT,904338.88,C1116522843,904338.88,0.0,C591928998,0.0,904338.88,1,0
